artist,country,song_title,lyrics,compound,positive,negative,neutral
Yehuda Poliker,Israel,Dvarim She’ratziti Lomar - דברים שרציתי לומר,"[פתיחה]

[בית ראשון]
יש דברים שרציתי לומר ואינם נענים לי
המילים שבחרתי אינן הטובות מכולן
עמוקים מיני ים הסודות שאינם מובנים לי
שאולי לא אבין, לא אבין לעולם

[פזמון]
לא בכל הדרכים שרציתי ללכת, הלכתי
בדרכים שהלכתי, טעיתי ודאי לא פעם אחת
ועצבות מהלה כל שמחה, כל שמחה ששמחתי
כמו ביקשתי דבר, דבר שאבד

[בית שני]
חלומות שחלמתי והם מקיצים בי עדיין
שבריהם בעיניי נשטפים מפניי בדמעה
ולילות ייסורים לא ספורים שהטבעתי ביין
כאובד בדרכי, בדרכי הרעה

[פזמון]
אך בכל הדרכים, מעולם לא אבדה לי דרכנו
וגם אם, לפעמים סערו מסביב הרוחות
ואהבתי אותך והיה לנו טוב, טוב עד גדותינו
והיה לנו רע, ואהבתי אותך לא פחות

[גשר]

[פזמון]
אך בכל הדרכים, מעולם לא אבדה לי דרכנו
וגם אם, לפעמים סערו מסביב הרוחות
ואהבתי אותך והיה לנו טוב, טוב עד גדותינו
והיה לנו רע, ואהבתי אותך לא פחות

[סיום]",0.0,0.0,0.0,1.0
Subliminal,Israel,Torro - טורו,"[פזמון]
אני טורו, מפוצץ בדינרו
מחולל ניסים כמו סבא ג'פטו
בוא נראה מה קורה פה
הן צועקות לי טה קיירו
למה אני טורו, מפוצץ בדינרו
תאכל מרס טורקי, מולי אין תיקו תיקו
בוא נראה מי שולט פה
סאב נומרו אונו, מרו מרו

[וורס 1]
יה, אז אני טורו טורו, מרו מרו, מפוצץ בדינרו
הלו מאמא, בואי אלי אל תביאי פיג'מה
(Oh no) אין אף אחת אחרת, את לבד
בג'קוזי תזוזי מצד לצד, וואו וואו
למועדון טי.איי.סי.טי דרים טים Gone
כל שעה זה הפי האוור תעביר ת'פיג'לין (לא)
לא אעצור עד שאוריד ת'מטדור
עם חיבורים מטורפים שיכולים לנגח שור
אז הם אומרים שהיפ-הופ מת (לא זה לא מקובל)
ומנסים לחסום את האמת (לא זה לא מקובל)
חומות מונעות מאיתנו לצאת (לא זה לא מקובל)
מחתרת עם מחברת ועם עט, בגלל
שסאבלימינל סאבלימינל סאבלימינל סאבלימינימינל, מה
חזר על הסוס הלבן, הדגל מורם, כידון מכוון
באם, בול במטרה, נו שוב מה קרה כאן
טריפל דאבל אור נאט'ינג, עם הקלפים על השולחן

[פזמון]
אני טורו, מפוצץ בדינרו
מחולל ניסים כמו סבא ג'פטו
בוא נראה מה קורה פה
הן צועקות לי טה קיירו
למה אני טורו, מפוצץ בדינרו
תאכל מרס טורקי, מולי אין תיקו תיקו
בוא נראה מי שולט פה
סאב נומרו אונו, מרו מרו

[וורס 2]
אז בתוך ים של מלל שלא שווה שקל
מילים שלי בולטות כאילו הן סומנו במרקר
אם נעלבת טמבל קח פנדל וזוז מהדרך של המאסטר
למה אם אתה גאנגסטר בהאמר או סנג'ר עם פנצ'ר
אולי אוהב היפ הופ אבל אתה לא ראפר
מוקף מלא בנות, יו האפנר
מחבר אותן לצ'ארג'ר, הוא פרטנר
לוקו עליו מלא זהב כמו פררו
סוחב את כל הסצנה על הגב כמו רודיאו
מושך ועוד מושך וכל זה ללא אגו
עוד לפני ששלושת רבעי מהם שיחקו בלגו
באמפר ליריקלי, הם מושכים ברקסים
משחדים ת'שדרנים ולא עוברים טסטים
למה, כמה זה עולה לי, האם זה שווה לי
משחק רק עם הקלפים שאלוהים זורק לי

[פזמון]
אני טורו, מפוצץ בדינרו
מחולל ניסים כמו סבא ג'פטו
בוא נראה מה קורה פה
הן צועקות לי טה קיירו
למה אני טורו, מפוצץ בדינרו
תאכל מרס טורקי, מולי אין תיקו תיקו
בוא נראה מי שולט פה
סאב נומרו אונו, מרו מרו",0.0,0.0,0.0,1.0
Subliminal,Israel,Ba’a Li Tov - באה לי טוב,"[אינטרו: קובי פרץ]
את באה לי טוב, את גורמת לחשוב עלייך כל הלילה

[גשר: סאבלימינל]
הי סינגולדה נגן לה נגן כן, הי סינגולדה נגן, תנגן
הי סינגולדה נגן לה נגן כן, הי סינגולדה נגן, אגיין כן
את באה לי טוב

[וורס 1: סאבלימינל]
בא לי לזרום בקור בחום
בא לי בירה ביד במועדון
בא לי חברה מסביב עם ידיים באוויר
למה אין בחורה כאן שאנ'לא מכיר
אז תנו לו בכבוד עוד כמו בפינאלי
הופה קלוט ת'פלואו פנומנאלי
באלי מה שבא לי אינדיבידואל
היפ הופ בסגנון אוריינטלי
בא לי לקרוע את העיר
בא לי לא משנה לי המחיר
וואלק וואי לי וואי לי מי פה לא מכיר
את הווליום מגביר מפוצץ את השיר
לי בא עוד בגלובאלי בגדול
בא לי להמשיך לתפס לא ליפול
זה רק ארבע אותיות והן אומרות את הכול
בא לי בא לי בסאבלימינלי כי אני יכול

[פזמון: קובי פרץ] X2
את באה לי טוב
את גורמת לחשוב עלייך כל הלילה
לא אפסיק לאהוב
אמיתי וקרוב עד הסוף נרקוד ביחד

[וורס 2: סאבלימינל]
בא לי בא לי עליה כמה בא לי עליה
מה קורה פה לא יודע לא רואה ולא שומע
בא לי לומר לך את החיים שלי
ולתת לך ת'לילות ות'ימים שלי
אז תקשיבי לי כפרה אני לא רק מאוהב
למה כלום לא יהיה אותו דבר מעכשיו
זה הבום שהעיף לי את הלב מהגב
היקום הזה ענק ואין דבר מעליו

[וורס 3: אבי מסיקה]
איך שבאתי קלטתי את האחת
לשון בלעתי מהופנט אין חיבור לאדמה
""מסיקה"" חיי במציאות מדומה
היי סינגולדה נגן לה נגן
מתאפס על עצמי מתחמם מתקדם
פתאום אני מולה ולא הספקתי לחשוב
הדבר הראשון שיצא לי זה

[פזמון: אבי מסיקה]
את באה לי טוב
את גורמת לחשוב עלייך כל הלילה
לא אפסיק לאהוב
אמיתי וקרוב עד הסוף נרקוד ביחד

[פזמון: קובי פרץ]
את באה לי טוב
את גורמת לחשוב עלייך כל הלילה
לא אפסיק לאהוב
אמיתי וקרוב עד הסוף נרקוד ביחד

[גשר: סאבלימינל]
הי סינגולדה נגן לה נגן כן, הי סינגולדה נגן, תנגן
הי סינגולדה נגן לה נגן כן, הי סינגולדה נגן, אגיין כן
את באה לי טוב",0.0,0.0,0.0,1.0
Subliminal,Israel,Chalom Shel Kol Gever - חלום של כל גבר,"[גשר / אינטרו: גלעד ויטל]
את הסיבה שלי לחייך
רוצה להיות רק לידך
לילה ובתפילותי
אולי, את באה אליי

[פזמון: סאבלימינל]
החלום של כל גבר, שני קילומטר מעל כל היתר
רכה ועוטפת, יפה מתוקה כל מילה מלטפת
אני יודע, מישהו למעלה רואה ושומע
אז כשאני נוסע, רק מתפלל שישמור לי עליה

[וורס 1: סאבלימינל]
שנים אנחנו מכירים ושמרנו דיסטאנס
ידידים הכי טובים עשינו מיש-מש
אי אפשר לחסום את האמת
למה הכול יתנפץ אם לא נתן לזה לצאת
כולי ברעד, איך לעשות ת'צעד
איך לא לשרוף ת'גשר בדרכינו אל היעד
וול, קודם כל נחזיק יד ביד
נבנה חיים ולא נביט עליהם מהצד
היא מתרחקת בורחת כמו האופק
הכל דומם, שומם אין דופק
מתי תחזרי אליי
?נו מה כבר יש לחשוב על זה שבועיים בסיני
אז היא חוזרת פתאום הכל ברור לה
כתבה מחברת מה מותר ומה אסור (הא)
גם היא הבינה שזה זה
אז ניכנס ונראה מה יצא אם ננסה

[גשר: גלעד ויטל]
את הסיבה שלי לחייך
רוצה להיות רק לידך
לילה ובתפילותי
אולי, את באה אליי

[פזמון: סאבלימינל]
החלום של כל גבר, שני קילומטר מעל כל היתר
רכה ועוטפת, יפה מתוקה כל מילה מלטפת
אני יודע, מישהו למעלה רואה ושומע
אז כשאני נוסע, רק מתפלל שישמור לי עליה

[וורס 2: סאבלימינל]
אז איך הזמן עובר בצ'יק צק
כולך פראש כמו סוכרייה של טיק-טק
כובשת גם בלי איפור, גם בלי לק
ככה על הבוקר מעירה אותי פאק
וכל העול נמחק
!אשת חייל יש לי, מפקדת
אוהב ת'דרך שאת אוהבת
כל החיים סחבתי על הגב ת'צוות
באט, את פרי אהבתנו את סוחבת
בנינו בית, שני ילדים
לול ענק ג'ימבורי, ים צעצועים
נתת לי את הרגעים הכי גדולים לעד
הפכתי מאוהב למעריץ מספר אחד
אז, אני הראש, את הצוואר
אני חושב על היום, את מכינה למחר
מאיר פנים עם פרחים כל שבת
!כי הבית, הבסיס של כולנו זאת את

[גשר: גלעד ויטל]
את הסיבה שלי לחייך
רוצה להיות רק לידך
לילה ובתפילותי
אולי, את באה אליי

[פזמון: סאבלימינל]
החלום של כל גבר, שני קילומטר מעל כל היתר
רכה ועוטפת, יפה מתוקה כל מילה מלטפת
אני יודע, מישהו למעלה רואה ושומע
אז כשאני נוסע, רק מתפלל שישמור לי עליה",0.0,0.0,0.0,1.0
Tamer Nafar,Israel,Johnnie Mashi - جوني ماشي,"""كلمات تامر نفار ""جوني ماشي

[مقدمة]
جوني ماشي، وانا ماشي
وانا ماشي معاه

[المقطع الأول]
عرب ""شامينيت"" عرب فوريكس
حديث الساعة، الساعة روليكس
جدي سوپرمان، خلف 15
وانا بال سوپر فارم، بشتري دوريكس
ما في باليد حيلة، ليه اجيب عيل
ععالم منيل في 60 نيلة
عايشين عـ افلام ميا خليفة
وعلى افكار بغدادي خليفة
ف يا جوني اسكب
يا جوني اكبس ع زر ال إسكيپ
خدني ع كوكب الوساع فيه اكتر
بلا ايچو بلا بتاع مين اكبر
جاري ببيع كوك بال ميلي بشكيلي
عالعربيات اللي لابسات ال ميني
ف ميلي ميلي يا كائنات لميني
أنا وجاري، مادين ابهام بنستنى فيكي

[اللازمة]
جوني ماشي، وأنا ماشي
وأنا ماشي معاه
نص الكاسة، الملانة
شربتها من زمان
يا جوني صبلي صبلي
شو عملوا فيي هالايامات
يا جوني صبلي صبلي
بدل ما اغير العالم بغير حفاضات
يا جوني صبلي صبلي
خلينا بالشتات والشوطات
وكلو الحق عالمفتي
يا حبيبي بيبي بيبي بيبي مفتي
يا حبيبي بيبي بيبي بيبي مفتي
يا حبيبي بيبي بيبي بيبي مفتي

[المقطع الثاني]
جوني، حبة حبة، في شارعنا ما في محبة
""في مطبة، بدي ابيع ""حيشبونيت
اعمر ڤيلا واكتب عالدخلة
هذا من فضل ربي، ع قولة المتنبي
لم انظر خلفي، سأغادر
المتنبي او فيفي سنت، مش ذاكر
""بدي احرر الوطن، احط ""ڤي
وتشاو تشاو بامبينو انا مهاجر
يا جوني حبني
امسك راسي ، خدلي كبدي
خدني ع كوكب ما في جاذبية
لا أرض، لا لعلم، لا اناشيد وطنية
جاري ببيع كوك في الميلي بشكيلي
عالعربيات اللي لابسات الميني
ف ميلي ميلي يا كائنات لميني
انا علقان، بين جيرتي وبين ميري

[اللازمة]
جوني ماشي، وأنا ماشي
وأنا ماشي معاه
نص الكاسة، الملانة
شربتها من زمان
يا جوني صبلي صبلي
شو عملوا فيي هالايامات
يا جوني صبلي صبلي
بدل ما اغير العالم بغير حفاضات
يا جوني صبلي صبلي
خلينا بالشتات وال شوطات
وكلو الحق عالمفتي
يا حبيبي بيبي بيبي بيبي مفتي
يا حبيبي بيبي بيبي بيبي مفتي
يا حبيبي بيبي بيبي بيبي مفتي",0.0,0.0,0.0,1.0
Tamer Nafar,Israel,Lord of Revolution - إله الثورة,"English after Arabic

Marwan Makhoul featuring Tamer Nafar and Terez Suleiman

تيريز سليمان: إلهي!..
أعِدْني إلى الصّحراءِ
من فضلِك وامْحُ الحدودَ الّتي علَّبتني، وشوّهتْ وجهَ المدى

تامر نفار:
انصبلي خيمة عوتدين قبال الواحة
شوية أعشاب وحجرين بدال قداحة
هل يا ترى العالم, حينتبه عغيابنا؟
إلهي!.. أعِدْني إلى الصّحراءِ من فضلِك

بلا أيفون حوالين النار مع ولدي قاعد
بغنيله لزرياب برويله عن زمن غابر
بلا ما يصلو إس إم إس عن أخبار فضل شاكر
إلهي!.. أعِدْني إلى الصّحراءِ من فضلِك

لازمة تيريز سليمان:
الهي
وقف دوران العالم
مش قادرة اتحمل
دخت وبدي انزل

الهي
وقف دوران العالم
مش قادرة اتحمل
دخت وبدي انزل

مروان مخول:

في الغابِ ما ليسَ فينا؛ يأكلُ الوحشُ وحشًا
إنْ جاعَ لا وحشَيْنِ
الهي هَبْ لي بلادًا ملاذًا؛

لا دينَ فيهم ويحيَونَ في سِلمٍ كما ترى،
أمْ ترى اللّيث

يَقتلُ من أجلِ مذهبِهِ الطّائفيِّ ظبيًا، يا إلهي!؟
الهي هَبْ لي بلادًا ملاذًا؛

لازمة تيريز سليمان:
الهي
وقف دوران العالم
مش قادرة اتحمل
دخت وبدي انزل

الهي
وقف دوران العالم
مش قادرة اتحمل
دخت وبدي انزل



مروان مخول:

على ظهرِ الصّواريخِ أمريكا تُصَدِّرُ عدلَها العصريَّ،

يوميًّا روسيا تُمانعُ! فتزرعُ وردةً سوداءَ في البارجاتِ

على شاطئِ الشّرقِ المقدّسِ والمُكدّسِ بالمذابحْ

تامر نفار:
فش لوم عالغريب, مش اني عم بحن
بس اسم اللعبة سياسة و-ليت ذا بيست مان وين
واحنا  ""صامدون يا وطن"" تعرفو مين كمان صامد؟
الصنم, طيور العالم بتوسخ عليه وهو لا حراك
وبس بلم غبار عمدار الزمن, مش حلوم الزعيم, الزعيم
مجرد توب, بنخلعه وبنلبس غيره بس جسدنا بضله عفن
كمان طفلة, كمان طفلة  محروقة بين ايدين ابوها
بطلت احوق, هاي العراق, فلسطين مصر ولا سوريا
لو انحط بموقف مشابه اللي فيه فشلت احمي طفلي فا بسهولة
بقولها, اتركوا اولادي , وخدوا هالعروبة
الهي, سكر تم الوطنجيين وتجار الكليشيهات للحظة
مجبور اعترف, مش قادر اتباهى اني عربي اخر فترة
انا واعي انها مؤامرة بس حتى لو نتفق ونهتف انو
الغرب بزرع بينا الفتنة تعو نحاول نزرعها
بينهم وبنكتشف انو بس عقولنا الخصبة
لما الفردوس مات بعيون البشر الاول احنا اخدنا
من الورثة بس وحدة قابيل وهابيل الاخوة
وهم اخدو التفاحة وطوروها ل-اپيل
واحنا,لسا بنصنف وبنكمل نتمبل
هاد لوطي هاد نسونجي هاي عاهرة هاي قحبة
هاد اخونجي هاد ملحد ليش مش متجوزة يا معنسة
هاد سلفي هاد قبطي
اذا في ديني مكتوب تفرقة فانا بدي اكون امي
الهي, اذا هاد صوتك بالمنابر زي ما هم قايلين
فأهديني مكيف واحذفني اللي الجحيم مع باقي الصالحين

مروان مخول:
في بلادي سُنّةُ اللهِ شيعةُ الآخرينَ، والصّليبيّونَ يهودًا

يجلسونَ على الحِيادِ ولا حِيادَ على الجِياد!

Terez Suleiman :

Dear Lord ... return me to the wilderness

Erase the borders that have boxed me in

And defaced the horizon



Tamer Nafar (DAM)

Lets set a tent, on 2 pegs in front of a lamentation

Some herbs, and 2 rocks instead of a lighter

Do you think that the world will notice we are gone?

(Dear Lord ... return me to the wilderness)

Without an IPhone, I will sit with my son around the fire

I will sing to him Zeryab and tell him about our golden times

Without receiving any Sms’s about Fadel Shaker

(Dear Lord ... return me to the wilderness)





Terez Suleiman (Hook)

Dear Lord, can you stop

The earth from spinning?

I cannot take it anymore;

I feel dizzy and I want to come ",0.6517,0.024,0.016,0.96
Tamer Nafar,Israel,Ya Rit - يا ريت,"[المقطع الأول : تامر نفار]
اكتبلك أغنية حب ملانة كليشيهات
ببدع فكل اشي واشي، وبَبلّم بالاشي هاد
بدي اتخيل.. بوسة بالمطر, بطن بترجف..بس بكره المطر!
""تراوما""!
سقف بدلف! بحط طناجر في كل القُرن
المي في كل الغرف وصلتلي ""فُل"" للركب!
بدي أصُد النقط!
بحط اغنية الحب بالجارور..
بتعاود تعود، بعد ما افك كل العُقد..
فـ صفيت مبلول ع عتبتك..
إطلعيني من الشارع، دخلك
غطيني في ملابسك..
خايف أبيّن عريان وضعيف أنا جنبك..
اطردي مني جن الفقر اطردي مني جن القهر..
اطردي مني الشعور انه فش بكرا..
اطردي مني جن السم..
اطردي مني دين البنك..
احضنيني اكنه فش بكرا..!

[اللازمة]
ياريت ، يا ريت يا ويا ريت
اكتبلك قديش حبيتك..
بلا جدار لاني عم بشكي من حيط وبنبني حيط بيني وبينك
ياريت ، يا ريت يا ويا ريت
اكتبلك قديش حبيتك..
ياريت، يا ريت ويا ريت

[المقطع الثاني : تامر نفار]
محمود درويش كتب منصير شعب
""لما الشاعر يكتب وصف إباحي لبطن الراقصة""
الله يرحمك.. كنت بزودها!
منصير شعب:
""لما بطن الراقص ينوصف في اباحية ع إيدين شاعرة""!
فبكتُب..!
ضد الشرف اللي كتبوا الذكور
ضد حصار غزة
ضد اللي قطعوا النور..
بكتب للمخيم ضد الريس بالقصور
وحاليًا..
اغنية الحب لاجئة بالجارور
وانا لـَ عتبتك لاجئ.. ذكريني
الظلم مش حاجة بل حاجز
نزليلي ملابسي بلمسك، مستعد أبين عريان وضعيف انا جنبك!
حطي فيّ جن العاشقة..
حطي فيّ جن الثائرة..
اللي بتطالب بالارض وفي شفافي
حطي فيي جن الناضجة..
حطي فيي جن الواثقة..
ما اخاف عليكي ولا اخافك

لنذهب كما نحن ، عاشقة ً حرةً
وشاعرها
لنذهب معا في طريقين مختلفين..
لنذهب كما نحن متحدين ومنفصلين
لنذهب معا
ولنكن طيبين

[اللازمة]
ياريت يا ريت يا ويا ريت
اكتبلك قديش حبيتك..
بلا جدار لاني عم بشكي من حيط وبنبني حيط بيني وبينك!
ياريت, يا ريت يا ويا ريت
اكتبلك قديش حبيتك..
ياريت، يا ريت ويا ريت..",0.0,0.0,0.0,1.0
Noa,Israel,Плоский круг (Flat Circle),"[Текст песни «Плоский круг»]

[Припев]
Маются, тают секунды
На лицо стелется сумрак
Тёплой рукой укроют
Алые волны, алые волны
Скоро всё станет никчёмным
Больше не прячутся в чёрном
Цифры стекают в ладони
С края Луны, с края Луны

[Куплет 1]
Кто выбирает цвета? (Кто выбирает цвета?)
Закончилось одно пустое лето
Слова мутны ото льда
Разбилось то, что было не согрето
Нами
Время как стекла
Под ногами

[Припев]
Маются, тают секунды
На лицо стелется сумрак
Тёплой рукой укроют
Алые волны, алые волны
Скоро всё станет никчёмным
Больше не прячутся в чёрном
Цифры стекают в ладони
С края Луны, с края Луны

[Куплет 2]
Что же душу манит сюда, сюда?
Тут свет только эхом: «Отдай, отдай»
И чья будет в этом вина, вина, вина?
Как же запомнить?
Доля секунды
Позже не будет
Трескались губы
Дай мне подумать
От грани до круга тянутся Луны
Ты бы закрыл лицо
А я просто смотрю на всё

[Аутро]
Я просто смотрю на всё
Я просто смотрю на всё
Я просто смотрю на всё
Я просто смотрю на всё
Я просто смотрю на всё
Я просто смотрю на всё
Я просто смотрю на всё
Я просто смотрю на всё
Я просто смотрю",0.0,0.0,0.0,1.0
Noa,Israel,Будем (Will Be),"[Chorus]
Если ошибаться уместно
Будем умней
Будем умней
Только пустота вместо сердца
Но не жалей
Но не жалей
Если ошибаться уместно
Будем умней
Будем умней
Только пустота вместо сердца
Но не жалей
Но не жалей

[Verse]
Тем же днем
На потом
Может все и кажется
Но не остаться нам
Здесь вдвоем
В осколках огней ночь за окном
Разве ты не догадалась, как мы далеко?
Не напоминай мне
Память — это боль, я потопил ее
Не меняй местами гордость и любовь
Оставайся в коме снова
Это все
Обвела, обвела, обвела
Нас зима
Города, расстояния, ложь
Свели с ума

[Chorus]
Если ошибаться уместно
Будем умней
Будем умней
Только пустота вместо сердца
Но не жалей
Но не жалей
Если ошибаться уместно
Будем умней
Будем умней
Только пустота вместо сердца
Но не жалей
Но не жалей",0.0,0.0,0.0,1.0
Noa,Israel,Вся моя (All Mine),"[Текст песни «Вся моя»]

[Интро]
У, у, у, я
У, я, я, я, у
Я, я, эй, ах

[Куплет]
Чья тоска привела сюда? (Привела сюда) Ах
Ты растаял как зима-а (У, как зима, я), ха
Такой родной стала западня (Стала западня)
Освободиться можно, только зря
Десять шагов вокруг моей орбиты (У-у-у)
Тянет ближе, отпускай (Ещё чуть-чуть и словишь high)
Движений губ лови, не прикасайся (У-у-у)
Просто молча наблюдай
Давай любить друг друга без пристрастий, будто бы мы не мы (Эй, я, эй, я)
Она слепа от страсти, свет — это Божий лик (Эй, я, эй, я)
Она визжит от счастья, спрячь это под язык (Эй, я, эй, я)
Конечно, безопасно (Эй, я), слышишь? Слышишь? Эй
Снова ты сходишь с ума (С ума), ну как можно? (Как дождь)
Безумие — тоже игра (Игра), теперь тошно (Тошно)
Трение тел, духота (Духота) — наш космос (Космос)
Мы отмотаем назад (Назад) и что после?

[Предприпев]
Эй
Снова мы на берегу океана
Твое тело в одеяле тумана
О-о, сегодня ты вся моя

[Припев]
(У) Вся моя, вся моя
Вся моя, вся моя
У, ты вся моя (Ты вся моя)
У, ты вся моя (Ты вся моя), ах
Вся моя, вся моя
Вся моя, вся моя
У, ты вся моя (Ты вся моя)
У, ты вся моя (Ты вся моя), ах
Вся моя, вся моя (Десять шагов вокруг моей орбиты)
Вся моя, вся моя
У, ты вся моя (Тянет ближе, отпускай)
У, ты вся моя, ах (Ещё чуть-чуть и словишь high)
Вся моя, вся моя (Движений губ лови, не прикасайся)
Вся моя, вся моя
У, ты вся моя (Просто молча наблюдай)
У, ты вся моя, ах",0.0,0.0,0.0,1.0
Aviv Geffen,Israel,Or Hayare’ach - אור הירח,"[פתיח]

[בית]
כשאלוהים ברא ת'חושך, הוא ברא לנו ירח
שיראו איך אנחנו בודדים
את הירח שם גבוה, שלא נוכל ליגוע
ויש כמה שעדיין מנסים

[פזמון]
הילדים מתעופפים, כדורים כחולים סגולים
והאור שמלווה אותו צונח, זה אור הירח
זה רק אור הירח

הילדים נעלמים, עמודים בעיתונים
והאור שמלווה אותו צונח, זה אור הירח
זה רק אור הירח

[בית]
כשאלוהים ברא ת'חושך, הוא ברא לנו ירח
שיראו איך אנחנו פוחדים
את הירח שם גבוה, שלא נוכל ליגוע
ויש כמה שעדיין מנסים

[פזמון]
הילדים מתעופפים, כדורים כחולים סגולים
והאור שמלווה אותו צונח, זה אור הירח
זה רק אור הירח

הילדים במשברים, ההורים כחולים סגולים
והאור שמלווה אותו צורח, זה אור הירח
זה רק אור הירח

[סגיר]
אור הירח, אור, אור, אור, אור
אור, אור, אור, אור
אור, אור, אור, אור
אור הירח, זה רק אור הירח
אור הירח, זה רק אור הירח
אור הירח, בן אדם הוא שמח
כי יש לו אור של ירח
אור הירח, הירח
זה רק אור הירח",0.0,0.0,0.0,1.0
Aviv Geffen,Israel,Onot - עונות,"[בית 1]
את הגעת שלובה עם חורף
עם חיוך בשתי עינייך
הסתכלת עליי וכבר הבנתי איך
איך שלכת אהבה
נופלת על אדמת חיינו
מה עושים עכשיו?"", שאל אותי ליבך""

[פזמון]
כוכבים מעלינו
כמו יודעים על כל שמתרחש
לא עושים עניין לזמן
לא אכפת לנו לאן

[בית 2]
את היית באיזה חודש
וחיכינו כבר לילד
כשנולד, אני קראתי לו אביב
כי הוא סימל תקופת ביניים
כשחיכיתי בינתיים כבר לחופש
ששום איש אינו משיב

[פזמון]
את בכית כשעזבתי
לטובת ערוגות שבכפר
שם זרעתי התחלה
שם קצרתי משפחה

[בית 3]
והנה קיץ שכוב לו
בגינה ליד הילד
שהביט בי ובשתי עיניו עצבות
תחזור לאימא"", הוא לחש לי""
ואני פתאום הרגשתי
איך החופש אט הופך לו לבדידות

[פזמון]
בחלון משפחה מטיילת
וילדי כבר נרדם על ספה
ופתאום את חסרה
בליבי האור כבה

[בית 4]
אז עם הסתיו חזרתי
ועל צווארך הנחתי
שרשרת הבטחות אמיתיות
יקירתי, אנא סלחי לי
אני יודע שטעיתי
!כמו הטבע, גם ללב ארבע עונות, כן

[סיום]
יקירתי, אנא סלחי לי
אני יודע שטעיתי
!כמו הטבע, גם ללב ארבע עונות, כן",0.0,0.0,0.0,1.0
Aviv Geffen,Israel,Achshav Meunan - עכשיו מעונן,"[בית ראשון]
במקום מסוכן, שנקרא לו הבית
גר אדם מבולבל, שנקרא לו אני
ולמרות שיש שמש, יש הרבה אנשים אפורים

[בית שני]
במקום די מגעיל, שנקרא לו הבית
גר אדם מבולבל, שנקרא לו אני
כי למרות שיש כסף, יש הרבה אנשים עניים

[פזמון]
עכשיו מעונן, עכשיו מעונן
עכשיו מעונן, עכשיו מעונן

[בית שלישי]
במקום די מגעיל, שנקרא לו הבית
ההורים נפרדים, שיהיה יותר טוב
אבל הבית שלי, הוא נמצא בין רחוב לרחוב

[בית רביעי]
במקום די מפחיד, שנקרא לו הבית
בן אדם שם שותה בקבוק אחרי בקבוק
הבן אדם הזה הוא האבא שלי בדיוק

[פזמון]
אולי עכשיו מעונן, עכשיו מעונן
עכשיו מעונן, עכשיו מעונן

[סיום]
אנחנו דור מזויין, עכשיו מעונן
אנחנו דור מזויין, עכשיו מעונן
רוצים ללכת מכאן (מכאן, מכאן), עכשיו מעונן
אנחנו דור מזויין, עכשיו הכול מעונן
עכשיו מעונן",0.0,0.0,0.0,1.0
Idan Raichel,Israel,Achshav Nish’arnu Shney’nu - עכשיו נשארנו שנינו,"ועכשיו נשארנו שנינו
לא צריך לחלום בגדול
כוס קפה על המרפסת
סתם להעביר את היום

לשבת מול השמש
מול הים
לנשום אוויר נקי של העולם
עכשיו נשארנו שנינו

שלא נישאר לבד
מישהו להעביר איתו את הלילה
שיישאר ליד
לספר לו איך עבר היום

שלא נישאר לבד
מישהו להעביר איתו את הלילה
שיישאר ליד
לספר לו איך עבר היום

ועכשיו נשארנו שנינו
לא צריך לחלום בגדול
כוס קפה על המרפסת
סתם להעביר את היום

לשבת מול השמש
מול הים
לנשום אוויר נקי של העולם
עכשיו נשארנו שנינו

שלא נישאר לבד
מישהו להעביר איתו את הלילה
שיישאר ליד
לספר לו איך עבר היום

שלא נישאר לבד
מישהו להעביר איתו את הלילה
שיישאר ליד
לספר לו איך עבר היום

שלא נישאר לבד
מישהו להעביר איתו את הלילה
שיישאר ליד
לספר לו איך עבר היום

שלא נישאר לבד
מישהו להעביר איתו את הלילה
שיישאר ליד
לספר לו איך עבר היום",0.0,0.0,0.0,1.0
Idan Raichel,Israel,Ve’eem Tavo’ee Elay - ואם תבואי אליי,"[בית]
עכשיו הגיע הרגע
הרי חיכית לי ואני תמיד חיכיתי לך
והנה היום הזה הגיע
עכשיו מבטיח שאף פעם לא תהיי לבד

[טרום-פזמון]
ואם פתאום תיעלמי, אחכה כל הלילה
ואלחש בתפילה שאליי תחזרי

[פזמון]
ואם תבואי אליי, נישאר כל הלילה
ואלחש לך מילים שתדעי שאני שלך
ובבוקר תראי, נישאר ביחד
הולכים את הדרך הזו, לתמיד יד ביד
ואם תבואי אליי, נישאר כל הלילה
ואלחש לך מילים שתדעי שאני שלך
ובבוקר תראי, נישאר ביחד
הולכים את הדרך הזו, לתמיד יד ביד

[בית]
עכשיו הגיע הרגע
הרי חיכית לי ואני תמיד חיכיתי לך
והנה היום הזה הגיע
עכשיו מבטיח שאף פעם לא תהיי לבד

[טרום-פזמון]
ואם פתאום תיעלמי, אחכה כל הלילה
ואלחש בתפילה שאליי תחזרי

[פזמון]
ואם תבואי אליי, נישאר כל הלילה
ואלחש לך מילים שתדעי שאני שלך
ובבוקר תראי, נישאר ביחד
הולכים את הדרך הזו, לתמיד יד ביד
ואם תבואי אליי, נישאר כל הלילה
ואלחש לך מילים שתדעי שאני שלך
ובבוקר תראי, נישאר ביחד
הולכים את הדרך הזו, לתמיד יד ביד",0.0,0.0,0.0,1.0
