artist,country,song_title,lyrics,compound,positive,negative,neutral
Shadia Mansour,Palestine,Al Kufiyyeh 3arabeyyeh ( الكوفية عربية ) (English version),"[المقطع الأول: شادية منصور]
صباح الخير يا أولاد عمومنا
تفضلوا شرفونا
شو بتحبوا انضيفكم : دم عربي ولا دموع من عيونا؟
باعتقد هيك اتأملوا بنستقبلهن
هيك اتعقدوا لما إداركوا غلطتنهيك إلبسنا الكوفية ، البيضة و السودة
صاروا كلاب زمان يلبسوها كموضة
مهما إتفننوا فيها
مهما غيروا بلونا
كوفية عربية بيظل عربية
حطتنا بدن إياها
ثقافتنا بدن إياها
كرامتنا بدن إياها
كلشي إلنا بدن إياه
لا ، ما راح نسكتلن ، نسمحلن
لا لا ، لابقلي
(يسرقوا شغلة مش إلهن ما حصن فيه)قلدونا باللبس لبس
و ها الأرض بيكفي هنش
طمعانين عأرض القدس قدس
إعرفوا كيف اتكونوا بشر
قبل ما تلبسوا الكوفية
جينا انزكرن مين إحنا
و غصبا عن أبوهم هي حطتنا

[اللازمة: شادية منصور]
من هيك البسنا الكوفية ، لإنا وطنية
الكوفية الكوفية عربية
من هيك البسنا الكوفية
هويتنا الأساسية
الكوفية الكوفية عربية
ياله علي الكوفية
علولي هالكوفية
الكوفية الكوفية عربية
علوها يا بلاد الشام ، كوفية عربية بيظل عربية

[المقطع الثاني: شادية منصور]
ما في بعد مثل الشعب العربي
فرجونا أي أمة بالدنيا أكثر مؤثرة
الصورة واضحة ، إحنا مهد الحضارة
تاريخنا و تراثنا الشاهد على وجودنا
من هيك لبست الثوب الفلسطيني
من حيفا ، جنين ، جبل النار ، إلى رام الله
خليني نشوف الكوفية البيضة و الحمرة
خليني انعليها لفوق بالسما
أنا شادية العرب
لساني بي يغز غز
زلزالي بي هز هز
كلماتي حرف
""سجل أنا ""شادية منصور
و الحطة هويتي
من يوم مخلقت و سيدي و الشعب مسؤوليتي
هيك أنا إتربيت
بين الغرب و بين الشرق
بين الغطيان
بين بين بخيل ، بين فقير
شُفت الحياه من الشقتين
أنا مثل الكوفية
كيف ملبستوني ، واين ما شلحتوني ، بظلني عأصولي فلسطينية

[اللازمة: شادية منصور]
من هيك البسنا الكوفية ، لإنا وطنية
الكوفية الكوفية عربية
من هيك البسنا الكوفية
هويتنا الأساسية
الكوفية الكوفية عربية
[ياله علي الكوفية
علولي هالكوفية
الكوفية الكوفية عربية
علوها يا بلاد الشام ، كوفية عربية بيظل عربية
{scratches}
من هيك البسنا الكوفية ، لإنا وطنية
الكوفية الكوفية عربية
من هيك البسنا الكوفية
هويتنا الأساسية
الكوفية الكوفية عربية
ياله علي الكوفية
علولي هالكوفية
الكوفية الكوفية عربية
علوها يا بلاد الشام ، كوفية عربية بيظل عربية

[Verse 3: M1]
Some of Y'all think it's a trend, a fashion statement
Disgustingly I spit on the pavement
It's basic. Y'all know I bang for my flag
My bandanna ain't no rag
The Kuffiyeh ain't no scarf it's the heart of the movement
The symbolism is resistance
No coincidence that you can see the RBG in it
Qué bonita bandera, ain't it beautiful?
I say this in spanish, the solidarity, the feelin's is mutual
Meem Wahad that's M1 in Arabic
I'm pro-Palestinian does that make me a terrorist?
You can catch me in Gaza, Hayfa or Rhamalla
But I'm still just Mutulu Olugbala
So when I rep with Shadia
We ride with our middle fingers up to the Zionists
Because we don't give a fuck, it's justice
So tie that thing around your head and ride
Wave it in the air and let me know what side you're on

[Outro]
Yeah the Kuffiyeh is Arabic
Yeah it's M1 in solidarity ya feel me?
With Shadia from the ghetto to Gaza
I keep it RBG'd up, yeah!
Bang for my flag",0.9553,0.05,0.016,0.933
Shadia Mansour,Palestine,كلن عندن دبابات | Kollon 3endon Dababaat (They all have military tanks),"تم شرح و إضافة هذه الكلمات عن طريق الفريق العربي لموقع راب جينيوس ، انضموا إلى صفحتنا في الفايسبوك من هنا

[لازمة - شادية منصور]
كلن عندهم دبابات وأحنا عنا حجار
بيهدمو ببيوتنا بقتلو بالأطفال
يا فلسطين الأحرا ر يا غزة الأبطال
الصهيوني جاييلو نهار
ترا ترا ترا

[المقطع الاول - شاديه منصور]
يا غزة الدم يا غزة الهم
نشاركك أحزانك سنكمل كفاحك
فلسطين, يا مربى الأسود
أرضك لا بد أن تعود
يا أبطال ألمقاومه الفلسطينية
بأيمانكم ستفشلون عدا الصهيونية الإرهابية العنصرية الفاشلة
يا شهداء غزة الأبرار
ياما تحديتم العدو على خط النار
أرواحكم سوف تكون رمز المنار
أنتصاركم مكتوبة على كل جدار
عاشت عاشت فلسطين
يا رؤساء وزعماة العرب
بعدكم نايمين أين أنتم؟
أين صوتكم يدوي غضبا""
على هذه الحال

[لازمة - شادية منصور]

[المقطع الثاني - محمود جريري]
شو طلبنا من العالم، حق؟! إنصاف؟!
قام قابلنا في قصف ورد التجاهل
ستين عام تحشروا هالشعب تتآمروا على هالشعب
تقاتلوا هالشعب تمثلوا في هالشعب
والشعب شعب والمحتل محتل
قام العالم ساوى بين هالدم، أمّا عالم مختل
بس التاريخ ما بشفي، التاريخ بمحي
وأنا شايف هالتاريخ طريق برق عيون شعبي
يقولولنا قرار أممي أحترم بنحترم
يقولولهم قرار أمم يقوم يحذف بالزباله
تآخذوهوش سمعها رمم، قيادات جبانة
عايشه بعز والشعوب دايما عايشه بإهانة
هو عنده أسلحه للزوال إحنا
عنا أسلحه للبقاء، عنا حجار عنقوديه
عنا أراده نوويه وعنا عقول مسلحه بقرار شامل
قرار شامل ينادي بالحرية
[لازمة - شادية منصور]

[المقطع الثالث - سهيل النفار]
كلهم عندهم دبابات كلهم عندهم هيليكوبتارات
وأنا كل أللي بأيدي، كل أللي بأيدي هو الحق
شعرهم شاب السواد بأفكارهم هب
فزاد وقع بالقلب فوقعوا بحب الإرهاب
بعاملونا كسرطان عندهم بالقلب
أيديهم مش قادرة تسلم لأنو أصابعهم عالفرد
يا ابن العرّة كلنا غزة هم فالعزة ناس زى
كل الناس في إحساس مش حماس ولا عباس
لما شفت غزة أنا شفت حالي
شفت أطفال تتيتّم عيني ضلهم على أهلي
أطفالي تموت وأنا ابكي أفتش على ولادي
شفت نساوين تلطم فا حضنت أختي
استشهدت مع أللي استشهد لأني شفت آخرتي
ولما شفت ألمقاومه أنا كنت بدي كنت بدي
بس واقعي نصحني أتجه إلى قلمي

[لازمة - شادية منصور]

[المقطع الرابع - تامر النفار ]
نبدى من الآخر، اختلاف شاسع بينا وبينهم
أنا عاجز أني أدافع عن نفسي وبالنسبة ألهم
ساحة الحرب لعبة نينتندو، شايفينا نقط
مالي اسم أنا رقم بعداد جثث
بكل ثقة بعرضوها كدفاع عن النفس
هل هاد غباء أم استعلاء والله مالي نفس أعبر عن رأيي
بلاش يصدقوا أنهم دموقراطية – غيّر محطة
زعيم عربي بخطب؟ غيّر الحطة
اللي بسمعني بفكر أنو كانلي توقعات، عشو متعجب
باليوم اللي في زعماءنا ببدوا يوخدوا موقف ببدى أستغرب
عميان فرص، لأول مرة الشعب بالشارع مغلول
واقف بتظاهر وأنتوا عالكرسي قاعدين- مين المشلول؟
شو أقول؟ ألله يساعد غزة وبكرة يساعدنا!
شو أقول لأطفالي؟ يابا ما حدش وقف جنبنا ؟!
يا قائد العرب جاهزة يا بتعتزل يا بتنتهزها
في فراغ سياسي ومطلوب فحل صاحب كاريزما

[شادية منصور]
كلن عندهم دبابات أحنا عنا حجار",0.0,0.0,0.0,1.0
Shadia Mansour,Palestine,Ro7a Bla Raj3a (Journey of no return) - روحة بلا رجعة,"[اللازمة]
أولادي كبروا و صاروا يعوُو عليا

[المقطع الوحيد]",0.0,0.0,0.0,1.0
Tamer Nafar,Palestine,Johnnie Mashi - جوني ماشي,"""كلمات تامر نفار ""جوني ماشي

[مقدمة]
جوني ماشي، وانا ماشي
وانا ماشي معاه

[المقطع الأول]
عرب ""شامينيت"" عرب فوريكس
حديث الساعة، الساعة روليكس
جدي سوپرمان، خلف 15
وانا بال سوپر فارم، بشتري دوريكس
ما في باليد حيلة، ليه اجيب عيل
ععالم منيل في 60 نيلة
عايشين عـ افلام ميا خليفة
وعلى افكار بغدادي خليفة
ف يا جوني اسكب
يا جوني اكبس ع زر ال إسكيپ
خدني ع كوكب الوساع فيه اكتر
بلا ايچو بلا بتاع مين اكبر
جاري ببيع كوك بال ميلي بشكيلي
عالعربيات اللي لابسات ال ميني
ف ميلي ميلي يا كائنات لميني
أنا وجاري، مادين ابهام بنستنى فيكي

[اللازمة]
جوني ماشي، وأنا ماشي
وأنا ماشي معاه
نص الكاسة، الملانة
شربتها من زمان
يا جوني صبلي صبلي
شو عملوا فيي هالايامات
يا جوني صبلي صبلي
بدل ما اغير العالم بغير حفاضات
يا جوني صبلي صبلي
خلينا بالشتات والشوطات
وكلو الحق عالمفتي
يا حبيبي بيبي بيبي بيبي مفتي
يا حبيبي بيبي بيبي بيبي مفتي
يا حبيبي بيبي بيبي بيبي مفتي

[المقطع الثاني]
جوني، حبة حبة، في شارعنا ما في محبة
""في مطبة، بدي ابيع ""حيشبونيت
اعمر ڤيلا واكتب عالدخلة
هذا من فضل ربي، ع قولة المتنبي
لم انظر خلفي، سأغادر
المتنبي او فيفي سنت، مش ذاكر
""بدي احرر الوطن، احط ""ڤي
وتشاو تشاو بامبينو انا مهاجر
يا جوني حبني
امسك راسي ، خدلي كبدي
خدني ع كوكب ما في جاذبية
لا أرض، لا لعلم، لا اناشيد وطنية
جاري ببيع كوك في الميلي بشكيلي
عالعربيات اللي لابسات الميني
ف ميلي ميلي يا كائنات لميني
انا علقان، بين جيرتي وبين ميري

[اللازمة]
جوني ماشي، وأنا ماشي
وأنا ماشي معاه
نص الكاسة، الملانة
شربتها من زمان
يا جوني صبلي صبلي
شو عملوا فيي هالايامات
يا جوني صبلي صبلي
بدل ما اغير العالم بغير حفاضات
يا جوني صبلي صبلي
خلينا بالشتات وال شوطات
وكلو الحق عالمفتي
يا حبيبي بيبي بيبي بيبي مفتي
يا حبيبي بيبي بيبي بيبي مفتي
يا حبيبي بيبي بيبي بيبي مفتي",0.0,0.0,0.0,1.0
Tamer Nafar,Palestine,Lord of Revolution - إله الثورة,"English after Arabic

Marwan Makhoul featuring Tamer Nafar and Terez Suleiman

تيريز سليمان: إلهي!..
أعِدْني إلى الصّحراءِ
من فضلِك وامْحُ الحدودَ الّتي علَّبتني، وشوّهتْ وجهَ المدى

تامر نفار:
انصبلي خيمة عوتدين قبال الواحة
شوية أعشاب وحجرين بدال قداحة
هل يا ترى العالم, حينتبه عغيابنا؟
إلهي!.. أعِدْني إلى الصّحراءِ من فضلِك

بلا أيفون حوالين النار مع ولدي قاعد
بغنيله لزرياب برويله عن زمن غابر
بلا ما يصلو إس إم إس عن أخبار فضل شاكر
إلهي!.. أعِدْني إلى الصّحراءِ من فضلِك

لازمة تيريز سليمان:
الهي
وقف دوران العالم
مش قادرة اتحمل
دخت وبدي انزل

الهي
وقف دوران العالم
مش قادرة اتحمل
دخت وبدي انزل

مروان مخول:

في الغابِ ما ليسَ فينا؛ يأكلُ الوحشُ وحشًا
إنْ جاعَ لا وحشَيْنِ
الهي هَبْ لي بلادًا ملاذًا؛

لا دينَ فيهم ويحيَونَ في سِلمٍ كما ترى،
أمْ ترى اللّيث

يَقتلُ من أجلِ مذهبِهِ الطّائفيِّ ظبيًا، يا إلهي!؟
الهي هَبْ لي بلادًا ملاذًا؛

لازمة تيريز سليمان:
الهي
وقف دوران العالم
مش قادرة اتحمل
دخت وبدي انزل

الهي
وقف دوران العالم
مش قادرة اتحمل
دخت وبدي انزل



مروان مخول:

على ظهرِ الصّواريخِ أمريكا تُصَدِّرُ عدلَها العصريَّ،

يوميًّا روسيا تُمانعُ! فتزرعُ وردةً سوداءَ في البارجاتِ

على شاطئِ الشّرقِ المقدّسِ والمُكدّسِ بالمذابحْ

تامر نفار:
فش لوم عالغريب, مش اني عم بحن
بس اسم اللعبة سياسة و-ليت ذا بيست مان وين
واحنا  ""صامدون يا وطن"" تعرفو مين كمان صامد؟
الصنم, طيور العالم بتوسخ عليه وهو لا حراك
وبس بلم غبار عمدار الزمن, مش حلوم الزعيم, الزعيم
مجرد توب, بنخلعه وبنلبس غيره بس جسدنا بضله عفن
كمان طفلة, كمان طفلة  محروقة بين ايدين ابوها
بطلت احوق, هاي العراق, فلسطين مصر ولا سوريا
لو انحط بموقف مشابه اللي فيه فشلت احمي طفلي فا بسهولة
بقولها, اتركوا اولادي , وخدوا هالعروبة
الهي, سكر تم الوطنجيين وتجار الكليشيهات للحظة
مجبور اعترف, مش قادر اتباهى اني عربي اخر فترة
انا واعي انها مؤامرة بس حتى لو نتفق ونهتف انو
الغرب بزرع بينا الفتنة تعو نحاول نزرعها
بينهم وبنكتشف انو بس عقولنا الخصبة
لما الفردوس مات بعيون البشر الاول احنا اخدنا
من الورثة بس وحدة قابيل وهابيل الاخوة
وهم اخدو التفاحة وطوروها ل-اپيل
واحنا,لسا بنصنف وبنكمل نتمبل
هاد لوطي هاد نسونجي هاي عاهرة هاي قحبة
هاد اخونجي هاد ملحد ليش مش متجوزة يا معنسة
هاد سلفي هاد قبطي
اذا في ديني مكتوب تفرقة فانا بدي اكون امي
الهي, اذا هاد صوتك بالمنابر زي ما هم قايلين
فأهديني مكيف واحذفني اللي الجحيم مع باقي الصالحين

مروان مخول:
في بلادي سُنّةُ اللهِ شيعةُ الآخرينَ، والصّليبيّونَ يهودًا

يجلسونَ على الحِيادِ ولا حِيادَ على الجِياد!

Terez Suleiman :

Dear Lord ... return me to the wilderness

Erase the borders that have boxed me in

And defaced the horizon



Tamer Nafar (DAM)

Lets set a tent, on 2 pegs in front of a lamentation

Some herbs, and 2 rocks instead of a lighter

Do you think that the world will notice we are gone?

(Dear Lord ... return me to the wilderness)

Without an IPhone, I will sit with my son around the fire

I will sing to him Zeryab and tell him about our golden times

Without receiving any Sms’s about Fadel Shaker

(Dear Lord ... return me to the wilderness)





Terez Suleiman (Hook)

Dear Lord, can you stop

The earth from spinning?

I cannot take it anymore;

I feel dizzy and I want to come ",0.6517,0.024,0.016,0.96
Tamer Nafar,Palestine,Ya Rit - يا ريت,"[المقطع الأول : تامر نفار]
اكتبلك أغنية حب ملانة كليشيهات
ببدع فكل اشي واشي، وبَبلّم بالاشي هاد
بدي اتخيل.. بوسة بالمطر, بطن بترجف..بس بكره المطر!
""تراوما""!
سقف بدلف! بحط طناجر في كل القُرن
المي في كل الغرف وصلتلي ""فُل"" للركب!
بدي أصُد النقط!
بحط اغنية الحب بالجارور..
بتعاود تعود، بعد ما افك كل العُقد..
فـ صفيت مبلول ع عتبتك..
إطلعيني من الشارع، دخلك
غطيني في ملابسك..
خايف أبيّن عريان وضعيف أنا جنبك..
اطردي مني جن الفقر اطردي مني جن القهر..
اطردي مني الشعور انه فش بكرا..
اطردي مني جن السم..
اطردي مني دين البنك..
احضنيني اكنه فش بكرا..!

[اللازمة]
ياريت ، يا ريت يا ويا ريت
اكتبلك قديش حبيتك..
بلا جدار لاني عم بشكي من حيط وبنبني حيط بيني وبينك
ياريت ، يا ريت يا ويا ريت
اكتبلك قديش حبيتك..
ياريت، يا ريت ويا ريت

[المقطع الثاني : تامر نفار]
محمود درويش كتب منصير شعب
""لما الشاعر يكتب وصف إباحي لبطن الراقصة""
الله يرحمك.. كنت بزودها!
منصير شعب:
""لما بطن الراقص ينوصف في اباحية ع إيدين شاعرة""!
فبكتُب..!
ضد الشرف اللي كتبوا الذكور
ضد حصار غزة
ضد اللي قطعوا النور..
بكتب للمخيم ضد الريس بالقصور
وحاليًا..
اغنية الحب لاجئة بالجارور
وانا لـَ عتبتك لاجئ.. ذكريني
الظلم مش حاجة بل حاجز
نزليلي ملابسي بلمسك، مستعد أبين عريان وضعيف انا جنبك!
حطي فيّ جن العاشقة..
حطي فيّ جن الثائرة..
اللي بتطالب بالارض وفي شفافي
حطي فيي جن الناضجة..
حطي فيي جن الواثقة..
ما اخاف عليكي ولا اخافك

لنذهب كما نحن ، عاشقة ً حرةً
وشاعرها
لنذهب معا في طريقين مختلفين..
لنذهب كما نحن متحدين ومنفصلين
لنذهب معا
ولنكن طيبين

[اللازمة]
ياريت يا ريت يا ويا ريت
اكتبلك قديش حبيتك..
بلا جدار لاني عم بشكي من حيط وبنبني حيط بيني وبينك!
ياريت, يا ريت يا ويا ريت
اكتبلك قديش حبيتك..
ياريت، يا ريت ويا ريت..",0.0,0.0,0.0,1.0
Mohammed Assaf,Palestine,Dammi Falastini - دمي فلسطيني,"[اللازمة]
على عهدي، على ديني
على أرضي تلاقيني
أنا لأهلي أنا أفديهم
أنا دمي فلسطيني
فلسطيني، فلسطيني
أنا دمي فلسطيني
على عهدي، على ديني
على أرضي تلاقيني
أنا لأهلي أنا أفديهم
والله أنا دمي فلسطيني
فلسطيني، فلسطيني
أنا دمي فلسطيني

[المقطع الأول]
وقفنالك يا ديرتنا
بعزتنا وعروبتنا
أرض القدس نادتنا
صوت أمي يناديني
فلسطيني، فلسطيني
أنا دمي فلسطيني

[اللازمة]
على عهدي، على ديني
على أرضي تلاقيني
أنا لأهلي أنا أفديهم
أنا دمي فلسطيني
فلسطيني، فلسطيني
أنا دمي فلسطيني

[المقطع الثاني]
يا يمّة أبشري بالعز
دارك قلعة ما تنهز
عليها الروح ما تنعز
ولا دمّي وشراييني
فلسطيني، فلسطيني
أنا دمي فلسطيني

[اللازمة]
على عهدي، على ديني
على أرضي تلاقيني
أنا لأهلي أنا أفديهم
أنا دمي فلسطيني
فلسطيني، فلسطيني
أنا دمي فلسطيني

[المقطع الثالث]
فلسطيني وإبن أحرار
جبيني بالسما ومغوار
على عهد الوفا يا دار
وعمره ما إنحنى جبيني
فلسطيني، فلسطيني
أنا دمي فلسطيني

[اللازمة]
على عهدي، على ديني
على أرضي تلاقيني
أنا لأهلي أنا أفديهم
أنا دمي فلسطيني
فلسطيني، فلسطيني
أنا دمي فلسطيني",0.0,0.0,0.0,1.0
Mohammed Assaf,Palestine,Makanak Khaly - مكانك خالي,"[المقطع الأول]
صح ما متت من فرقتك
بس ناسي راحت بالي
يا ناسي يا كوني وهلي
من تبعد اش يبقالي
هوه انت وياي واحس
كلش مكانك خالي
كلش مكانك خالي
خالي
شيرد الايام، الفرقة تقتل
كلما يجي الليل، ادموعي تنزل
واضحك بلياك، بس جاي امثل
خليها سكته، ما اريد اكمل

[اللازمة]
مو انا احبك، اي والله احبك
تروح مني، وشيبقى يعني
مو انا احبك، اي والله احبك
تروح مني، وشيبقى يعني
ولو تبعد شيبقالي، ولو تبعد شيبقالي

[المقطع الثاني]
عن حالتي شحجيلك بعد
مو زين بعدك حالي
عايش على قيد الحزن
بلياك يالحب مالي
فراقك كسر قلبي كسر
ما اعرف شسوالي
ما اعرف شسوالي
ما اقدر ارتاح، الا انته وياي
ارجعلي مليت، محتاجك هواي
فد شي مينطاق، بلياك دنياي
فهمني وشلون، عايش بلياي

[اللازمة]
مو انا احبك، اي والله احبك
تروح مني، وشيبقى يعني
مو انا احبك، اي والله احبك
تروح مني، وشيبقى يعني
ولو تبعد شيبقالي، ولو تبعد شيبقالي",0.0,0.0,0.0,1.0
Mohammed Assaf,Palestine,Salam Le Gaza - سلام لغزة,"لنا اللهُ في كلِ حزنٍ وهَم
بلادي تئنُّ بدمعٍ ودم
لناَ اللهُ رغمَ ليالي العَنا
وهولِ المآسي وحجمِ الألم

لنا اللهُ عند أنينِ الجراح
وفقدِ الشهيدِ بساحِ الكِفاح
لنا اللهُ في كلِ وقتٍ وحين
فمن عتمةِ الليلِ يأتي الصباح

سلامٌ لطفلٍ يتيمٍ بكى
لمعتقلٍ صامدٍ ما اشتكى
لجدٍ رأى نكبةً ثانية
دروسَ الثباتِ بعزمٍ حكى

نزوحٌ وجوعٌ وقهرُ الخيام
شَهِدنا صنوفَ العذابِ الزؤام
كتبنا بصبرٍ حروفَ التاريخ
وما اهتز جِفنٌ لشعبِ الكِرام

لذكرى عزيزٍ مضى للخلود
تناديه أمٌ عَسَى أن يعود
سلامٌ لغزة سلامٌ سلام",0.0,0.0,0.0,1.0
Saint Levant,Palestine,KALAMANTINA - كلمنتينا,"[Chorus: Saint Levant]
صار لي زمان ما خجلتش من واحدة بتّطَلّع في (آها)
لما دخلت الغرفة صدقتش إنِّك مش لي
عاملة حالك مش عارفاني (آها)
طيب، أوكيه، ماشي يا غالي (أوكيه)
إذا هيك الحلوة بتتصرف شكله هتعذبني، إيه
Why you killing me softly? Why you killing me slow?
قشرت الكلمنتينا بنينة زي الجاتوه
Why you killing me softly? Why you killing me slow?
‫رومانسي أنا يا حبيبة، If you want me then let me know

[Verse 1: Saint Levant]
I don't wanna lie, but you might be the love of my life, and I just met you
Became in love with her vibe, how she looked me in the eye, and said, I like your style
Took you out for the very first time and there's just something about you
I don't wanna lie, but I made you mine from the moment I met you, babe
I think I was meant for you, I think you werе meant for me (Ah-huh)
You looking so good tonight, you might be thе remedy
And all of this time, I was looking, but you were in front of me, ah

[Chorus: Saint Levant & Marwan Moussa]
صار لي زمان ما خجلتش من واحدة بتّطَلّع في (أوكيه)
لما دخلت الغرفة صدقتش إنِّك مش لي (أوكيه)
عاملة حالك مش عارفاني (آها)
طيب، أوكيه، ماشي يا غالي (أوكيه)
إذا هيك الحلوة بتتصرف شكله هتعذبني، إيه
Why you killing me softly? Why you killing me slow?
قشرت الكلمنتينا (كلمنتينا) ب‫نينة زي الجاتوه
Why you killing me softly? (Yeah, yeah, yeah) Why you killing me slow?
‫ رومانسي أنا يا حبيبة (يا حبيبة)، If you want me then let me know

[Verse 2: Marwan Moussa]
إمم، قلبي يا قلبي (قلبي يا قلبي) مهما عملتي (مهما عملتي)
أديكي أنا عيني وعين تانية زي ما تتمني (تتمني)
إيه يا قمورة (قمورة)، أشوف أنا الصورة وبتجنن (بتجنن)
كده شطورة، معاكي في سحابة على سما سابعة يا بيبي مش هنزل (مش نازل)
And I can't say I'm taking it slow (Can't say I am)
Baby, you took me right out my zone (Right out of my zone)
Not usually nervous, but I froze
Got me talking to bro like ""ayy, bro"" (Maro)
She killing me softly, killing me slow (Killing me softly)
أوه، سيب الليلة يا حبّي للعشق والشوق

[Chorus: Saint Levant & Marwan Moussa]
صار لي زمان ما خجلتش من واحدة بتّطَلّع في (ياه، ياه)
لما دخلت الغرفة صدقتش إنِّك مش لي (أوكيه)
(مش عارفاني) (آها) عاملة حالك مش عارفاني
(ماشي يا غالي) طيب، أوكيه، ماشي يا غالي (أوكيه)
(أوه) (أوكيه) إذا هيك الحلوة بتتصرف شكله هتعذبني
Why you killing me softly? (Yeah, yeah, yeah) Why you killing me slow? (Killing me slow)
‫قشرت الكلمنتينا (كلمنتينا) ب‫نينة زي الجاتوه (جاتوه)
Why you killing me softly? (Yeah, yeah, yeah) Why you killing me slow?
‫ رومانسي أنا يا حبيبة (يا حبيبة)، If you want me then let me know",-0.9929,0.094,0.146,0.76
Saint Levant,Palestine,Very Few Friends,"[Verse 1]
Listen, I'm not toxic, I'm broken, baby
Or maybe I'm just sayin' that
Got a bad lil ting
من المغرب بتستنا عليـا
She knows where I'm stayin' at
قلتلها تجيلي علي امريكا بس ما عندها فيزا فقلتلها تلاقيني بمارسيليـا
Vas-y, fais tes valises et retrouve-moi dans l'sud de la France
والفريق حواليـا
Cause uh, Lover Boy Levant back in the building
Viens chez-moi, vas-y, we 'til the morning
Demain soir, on va tester ça
Après ça sera la dernière fois 'cause
Gotta focus on the vision, baby
Next year I'll be on FIFA
Ah, t'as kiffé that I'm driven, baby?
Well, the thing is

[Refrain]
I have very few friends
I'm focused and have very fеw friends

[Verse 2]
Self-respеct with some green eyes and that sun tan
(يا عيني عليكي)
Self-made now you're self-paid with your own plans
(يلا مري ع بيتي)
Your family was so proud of you لما تركتي البلاد
سلمي ع سيدو وسلمي ع تيتا وسلمي ع جاد أخوكي
We have designer sex in the morning
Expensive when you moanin'
Hop on a Zoom call for an hour
Then come back to show you who owns it
Fly you to Beirut for the wintertime
But don't post about it online (okay)
Took her to dinner in Hamra
And one thing she kept tellin' me

[Refrain]
She has very few friends
She's focused and has very few friends

[Verse 3]
فقلتلها, you take away all my focus
But I'm down
Gotta bring you back to my town
طيارة دغري ع بلادي
وأكيد I'll show you around
Bien—, bienvenue dans mon quartier
Sur son bracelet, c'est du Cartier
Elle veux que tu parles en français (Tu vas rien comprendre)
I wanna take you to Paris and spoil you
I wanna go to Marseille and enjoy you
I want those guys in your DM's to talk to themselves
And then tell all their friends that they know you
I wanna make you forget about your ex
I want you overthinkin' all your texts
I want the neighbors to hear you yell
Told me she's a CEO, I can tell
So, you do you and I'll do me
But when we come together it's
When we come together it's a fuckin' problem",0.9834,0.107,0.021,0.872
Saint Levant,Palestine,NARI NARI NARI - ناري ناري ناري,"[Intro: Dabke woman & Saint Levant]
عكاف تهلل مدلل يا مين يدله عليا (يا حلالي، يا مالي)
عكاف كفول محنى ومحنى حنة حجازية (يا حلالي، يا مالي)
عكاف تهلل مدلل يا مين يدله عليا (يا حلالي، يا مالي)
عكاف كفول محنى ومحنى حنة حجازية (يا حلالي، يا مالي)
الفرح فرحنا
اللي بيعرف يرقص، يرقص
واللي مش بيعرف يرقص، يرقص
كتفك في كتف أخوك وإيدك في إيده
النهاردة فرح أبو السلف لاڤونتينا

[Verse 1: Saint Levant & Naïka]
(هاي قلبي)
 كيفك أمورة
(ما بدي)
 تعي ناخد كزدورة
طب ليه متضايقة ليه؟ وضحيلي الصورة
تحكي عربي مكسر
كلميني إنجليزي عادي
إنه صراحة مروان
I really don′t have time for this right now

[Pre-Chorus: Saint Levant]
Fake tan بشرتها لون الزيتونة مش تاعت
Jordan متزرش الأردن يا معلم، نازلة ع
(ماشي) Paris وديني
(أمواه) Please طب بوسة
بتمشي الدنيا بعنيها ما بدها واسطة

[Chorus: Saint Levant]
مش مبين عليها (أها)
(أها) حاطة ماتشا بلاتيها
ملايين بصرف عليها
بس شو بحبها
ناري، ناري، ناري
قلبي وعيني عليكي
ومهرها غالي Boujie
بس شو بحبها

[Interlude: Dabke woman & Saint Levant]
عكاف تهلل مدلل يا مين يدله عليا (يا حلالي، يا مالي)
عكاف كفول محنى ومحنى حنة حجازية (يا حلالي، يا مالي)
عكاف تهلل مدلل يا مين يدله عليا (يا حلالي، يا مالي)
عكاف كفول محنى ومحنى حنة حجازية (يا حلالي، يا مالي)
أوكي، أوكي، أوكي، أوكي يا شباب
جمع عندي، تجمعوا هون، تجمعوا هون
دخل مارو بالنص، مارو، مارو، مارو
شو القصة اللي إنت كنت بتحكي عنها؟ عن البنوتة
لا، لا مش سامع، علي الصوت مارو
قولي كدا يا مارو كنت فين؟
إحكيلي

[Verse 2: Saint Levant]
راكب تاكسي بنص تونس وشايف منظر من زوقي
واحدة كتكوتة قاعدة قدامي لابسة أخضر فستقي
على الملاهي Date فأخدتها
تحب الجو؟ أوك باهي
طلعتي ناعمة زي الكنافة النابلسية يا حلالي

[Pre-Chorus: Saint Levant]
Fake tan بشرتها لون الزيتونة مش تاعت
Jordan متزرش الأردن يا معلم نازلة ع
(ماشي) Paris وديني
(أمواه) Please طب بوسة
بتمشي الدنيا بعنيها ما بدها واسطة

[Chorus: Saint Levant]
مش مبين عليها (أها)
(أها) حاطة ماتشا بلاتيها
ملايين بصرف عليها
بس شو بحبها
ناري، ناري، ناري
قلبي وعيني عليكي
ومهرها غالي Boujie
بس شو بحبها

[Outro: Dabke woman]
عكاف تهلل مدلل يا مين يدله عليا (يا حلالي، يا مالي)
عكاف كفول محنى ومحنى حنة حجازية (يا حلالي، يا مالي)",-0.3818,0.012,0.016,0.972
